id	rate
01001	0.0
01003	-0.3203125
01005	0
01007	0
01009	-0.7916666666666667
01011	0
01013	0
01015	1.5
01017	-0.25
01019	0
01021	0
01023	0
01025	0
01027	0
01029	0
01031	0
01033	0.375
01035	0
01037	0.0
01039	0
01041	0
01043	0.29261363636363635
01045	0
01047	0.0
01049	0
01051	0.38888888888888884
01053	0
01055	-0.22916666666666666
01057	0
01059	0
01061	0.35
01063	0
01065	0
01067	0
01069	0
01071	0
01073	-0.1888306248425295
01075	0
01077	0
01079	0.0
01081	0.6562500000000001
01083	0.1371212121212121
01085	0
01087	1.035714285714286
01089	0.268048128342246
01091	0
01093	0
01095	2.6704545454545454
01097	-0.09698547979797982
01099	0
01101	0.4540719696969697
01103	-0.28732638888888895
01105	0
01107	0
01109	0
01111	0
01113	-0.25
01115	0
01117	-0.4270156926406926
01119	0
01121	0
01123	0.0
01125	0.4800264550264551
01127	0.0
01129	0
01131	0
01133	0
02013	0
02016	0
02020	0.0
02050	0
02060	0
02068	0
02070	0
02090	0.90625
02100	0
02105	0
02110	0.390625
02122	0
02130	0.0
02150	0
02158	0
02164	0
02170	0
02180	0
02185	0
02188	0
02195	0
02198	0
02220	0
02230	0
02240	0
02261	0
02275	0
02282	0
02290	0
04001	-0.37211007591442424
04003	-0.29361979166666674
04005	1.03125
04007	0
04009	0
04011	0
04012	0
04013	0.09633535527644208
04015	0.3461444805194805
04017	0
04019	0.08532306572671157
04021	0.061168532631206175
04023	0.0
04025	-0.19730855082417567
04027	0.7838541666666666
05001	-2.5
05003	0
05005	0
05007	-0.6875
05009	-0.1953125
05011	0
05013	0
05015	0.0
05017	0
05019	1.861111111111111
05021	0
05023	0.0
05025	-1.388888888888889
05027	0.0
05029	0
05031	0.2040816326530612
05033	0
05035	0.2004466548944532
05037	0
05039	0
05041	0
05043	0
05045	-0.5054112554112554
05047	0
05049	0
05051	0.0
05053	0
05055	-1.5
05057	0
05059	0
05061	0
05063	0
05065	0
05067	0
05069	-2.5
05071	0
05073	0
05075	0
05077	0
05079	0
05081	0
05083	0
05085	0
05087	0
05089	0
05091	0
05093	0
05095	0
05097	0
05099	0.0
05101	0
05103	0
05105	0
05107	0
05109	0
05111	0
05113	0
05115	0
05117	0
05119	0.5673611111111112
05121	0
05123	0
05125	-0.1588372564935065
05127	0
05129	0
05131	0.0
05133	0
05135	0
05137	0
05139	0.0
05141	0
05143	1.437026515151515
05145	3.125
05147	0
05149	0.7916666666666666
06001	-0.13839921652421652
06003	0
06005	0
06007	0.75
06009	0
06011	0
06013	0.0611279972982101
06015	0
06017	0.5625
06019	0.38227671451355644
06021	0
06023	0
06025	0
06027	-0.2333333333333334
06029	0.75
06031	0.0
06033	-0.125
06035	0
06037	0.1766880724151131
06039	0
06041	0.16666666666666666
06043	0
06045	0.8555555555555555
06047	0.0
06049	0
06051	0
06053	0.1346153846153846
06055	0.18928571428571433
06057	-1.0
06059	0.30841687843066523
06061	-0.548611111111111
06063	0
06065	-0.09639010259083342
06067	0.24461220009261056
06069	0.7803030303030303
06071	-0.11095645549886612
06073	-0.14436342592592594
06075	0.8722222222222222
06077	-0.31770833333333337
06079	-0.875
06081	0.312562003968254
06083	0.35577334188445303
06085	0.10402013607658771
06087	0.09441047016348221
06089	1.3333333333333333
06091	0
06093	0.0
06095	-0.07961309523809525
06097	0.12413194444444442
06099	0.5073529411764706
06101	1.1875
06103	0
06105	0
06107	0.1828125
06109	-1.0
06111	-0.23704681988536153
06113	-0.21017156862745098
06115	0
08001	-0.3349358974358974
08003	0
08005	-0.24521185884822244
08007	0
08009	0.008213742748181567
08011	0
08013	0.3398309932027037
08014	0
08015	0
08017	0
08019	0
08021	0
08023	0
08025	0
08027	0
08029	0.17256869288119284
08031	-0.38888888888888895
08033	0.0
08035	-0.2017543859649123
08037	0.07285714285714281
08039	0
08041	0.005078933747411934
08043	0
08045	0.0
08047	0
08049	0
08051	0
08053	0
08055	0.0
08057	0
08059	-0.2916216802377517
08061	0
08063	0
08065	0
08067	0.0
08069	-0.1572356215213358
08071	0
08073	0
08075	0
08077	0.775
08079	0
08081	0
08083	0
08085	0
08087	-0.3049242424242424
08089	0.0
08091	0
08093	0
08095	0
08097	0.2740362811791383
08099	0
08101	0.18750000000000006
08103	0
08105	0
08107	0
08109	0
08111	0
08113	0
08115	0
08117	0
08119	0
08121	0
08123	0
08125	0
09001	0.17568403818403813
09003	0.10923674434312733
09005	-0.20833333333333334
09007	-0.020517676767676764
09009	-0.20666486291486297
09011	0.43634259259259256
09013	0.2857142857142857
09015	-0.4803511303511304
10001	-0.5208333333333334
10003	0.5288690476190476
10005	-0.12954808501683504
11001	0.39705291551882466
12001	-0.14916383219954651
12003	0
12005	0.06591265952973849
12007	0
12009	-0.26356491815476185
12011	0.019843232754030927
12013	0
12015	0.4126984126984126
12017	0.0
12019	0.06919642857142855
12021	0
12023	0.0
12027	0
12029	0
12031	1.0809473729395604
12033	0.6875000000000001
12035	9.25185853854297e-18
12037	0
12039	0
12041	0
12043	0
12045	0
12047	0
12049	0
12051	0
12053	-0.4
12055	0
12057	0.057957620031483664
12059	0
12061	1.0463169642857142
12063	0
12065	0
12067	0
12069	-0.26704545454545453
12071	0.6181077694235588
12073	0.26439058956916095
12075	0
12077	0
12079	0
12081	-0.4407567049808428
12083	-0.5685941043083901
12085	-0.175062656641604
12086	0.16324037994064886
12087	-0.05
12089	-1.1647727272727273
12091	1.25
12093	0
12095	-0.16474232369715558
12097	-0.5137689691261119
12099	0.2938393138979075
12101	-0.5563151041666665
